"mGene","hGene"
"ENSMUSG00000044378","Psun_G000021797"
"ENSMUSG00000008540","Psun_G000021798"
"ENSMUSG00000030228","Psun_G000021801"
"ENSMUSG00000015766","Psun_G000021792"
"ENSMUSG00000030231","Psun_G000021805"
"ENSMUSG00000030230","Psun_G000021802"
"ENSMUSG00000030232","Psun_G000021806"
"ENSMUSG00000079262","Psun_G000021813"
"ENSMUSG00000030243","Psun_G000021816"
"ENSMUSG00000030245","Psun_G000021818"
"ENSMUSG00000030244","Psun_G000021820"
"ENSMUSG00000023826","Psun_G000026539"
"ENSMUSG00000030246","Psun_G000021821"
"ENSMUSG00000041741","Psun_G000021809"
"ENSMUSG00000030235","Psun_G000021810"
"ENSMUSG00000030236","Psun_G000021811"
"ENSMUSG00000041698","Psun_G000021814"
"ENSMUSG00000048473","Psun_G000021825"
"ENSMUSG00000107802","Psun_G000021829"
"ENSMUSG00000092164","Psun_G000021799"
"ENSMUSG00000009076","Psun_G000021828"
"ENSMUSG00000030279","Psun_G000021826"
"ENSMUSG00000026734","Psun_G000026229"
"ENSMUSG00000067702","Psun_G000021848"
"ENSMUSG00000030259","Psun_G000021850"
"ENSMUSG00000030255","Psun_G000021851"
"ENSMUSG00000030268","Psun_G000021835"
"ENSMUSG00000101227","Psun_G000021833"
"ENSMUSG00000030287","Psun_G000021853"
"ENSMUSG00000032475","Psun_G000018478"
"ENSMUSG00000025815","Psun_G000023552"
"ENSMUSG00000030263","Psun_G000021841"
"ENSMUSG00000030265","Psun_G000021844"
"ENSMUSG00000043541","Psun_G000021842"
"ENSMUSG00000109741","Psun_G000021843"
"ENSMUSG00000030282","Psun_G000021824"
"ENSMUSG00000030247","Psun_G000021822"
"ENSMUSG00000030249","Psun_G000021823"
"ENSMUSG00000016487","Psun_G000021871"
"ENSMUSG00000001630","Psun_G000021866"
"ENSMUSG00000048776","Psun_G000021879"
"ENSMUSG00000114547","Psun_G000021878"
"ENSMUSG00000052085","Psun_G000013009"
"ENSMUSG00000040187","Psun_G000021867"
"ENSMUSG00000046417","Psun_G000021868"
"ENSMUSG00000001228","Psun_G000001052"
"ENSMUSG00000040242","Psun_G000021859"
"ENSMUSG00000030291","Psun_G000021862"
"ENSMUSG00000040250","Psun_G000021858"
"ENSMUSG00000046182","Psun_G000012119"
"ENSMUSG00000030306","Psun_G000021888"
"ENSMUSG00000070995","Psun_G000021892"
"ENSMUSG00000030303","Psun_G000015137"
"ENSMUSG00000030304","Psun_G000021886"
"ENSMUSG00000040121","Psun_G000021872"
"ENSMUSG00000092329","Psun_G000026927"
"ENSMUSG00000040102","Psun_G000021875"
"ENSMUSG00000072662","Psun_G000021874"
"ENSMUSG00000032712","Psun_G000021901"
"ENSMUSG00000003452","Psun_G000021902"
"ENSMUSG00000039958","Psun_G000021899"
"ENSMUSG00000068250","Psun_G000021900"
"ENSMUSG00000029499","Psun_G000020390"
"ENSMUSG00000040029","Psun_G000021893"
"ENSMUSG00000030309","Psun_G000021894"
"ENSMUSG00000039985","Psun_G000021896"
"ENSMUSG00000059602","Psun_G000026617"
"ENSMUSG00000020044","Psun_G000026618"
"ENSMUSG00000050108","Psun_G000026624"
"ENSMUSG00000001786","Psun_G000026621"
"ENSMUSG00000001783","Psun_G000026625"
"ENSMUSG00000035529","Psun_G000026627"
"ENSMUSG00000085111","Psun_G000026626"
"ENSMUSG00000001785","Psun_G000026628"
"ENSMUSG00000020042","Psun_G000026630"
"ENSMUSG00000086995","Psun_G000026631"
"ENSMUSG00000020038","Psun_G000026634"
"ENSMUSG00000049038","Psun_G000026635"
"ENSMUSG00000050035","Psun_G000026638"
"ENSMUSG00000060935","Psun_G000026637"
"ENSMUSG00000035620","Psun_G000026640"
"ENSMUSG00000034453","Psun_G000026642"
"ENSMUSG00000015522","Psun_G000014612"
"ENSMUSG00000046841","Psun_G000026647"
"ENSMUSG00000020034","Psun_G000026644"
"ENSMUSG00000020032","Psun_G000026648"
"ENSMUSG00000034560","Psun_G000026653"
"ENSMUSG00000090015","Psun_G000026654"
"ENSMUSG00000020263","Psun_G000026650"
"ENSMUSG00000020256","Psun_G000026655"
"ENSMUSG00000031309","Psun_G000022585"
"ENSMUSG00000034591","Psun_G000026658"
"ENSMUSG00000034612","Psun_G000026659"
"ENSMUSG00000020250","Psun_G000026662"
"ENSMUSG00000020248","Psun_G000026663"
"ENSMUSG00000020246","Psun_G000026665"
"ENSMUSG00000024766","Psun_G000026668"
"ENSMUSG00000063320","Psun_G000026669"
"ENSMUSG00000034674","Psun_G000026667"
"ENSMUSG00000020048","Psun_G000026670"
"ENSMUSG00000044937","Psun_G000022801"
"ENSMUSG00000054027","Psun_G000026674"
"ENSMUSG00000035459","Psun_G000026676"
"ENSMUSG00000047129","Psun_G000014540"
"ENSMUSG00000020052","Psun_G000026680"
"ENSMUSG00000020051","Psun_G000026681"
"ENSMUSG00000035351","Psun_G000026686"
"ENSMUSG00000035383","Psun_G000026683"
"ENSMUSG00000035365","Psun_G000026685"
"ENSMUSG00000020056","Psun_G000026687"
"ENSMUSG00000020057","Psun_G000026688"
"ENSMUSG00000035311","Psun_G000026689"
"ENSMUSG00000020059","Psun_G000026690"
"ENSMUSG00000060002","Psun_G000026691"
"ENSMUSG00000069540","Psun_G000026694"
"ENSMUSG00000004359","Psun_G000026693"
"ENSMUSG00000004356","Psun_G000026696"
"ENSMUSG00000020062","Psun_G000026697"
"ENSMUSG00000035189","Psun_G000026701"
"ENSMUSG00000074802","Psun_G000026702"
"ENSMUSG00000019935","Psun_G000026705"
"ENSMUSG00000069539","Psun_G000026707"
"ENSMUSG00000019948","Psun_G000026709"
"ENSMUSG00000049606","Psun_G000026706"
"ENSMUSG00000019951","Psun_G000026711"
"ENSMUSG00000019975","Psun_G000026720"
"ENSMUSG00000019979","Psun_G000026719"
"ENSMUSG00000061904","Psun_G000026721"
"ENSMUSG00000019961","Psun_G000026724"
"ENSMUSG00000019988","Psun_G000026725"
"ENSMUSG00000020014","Psun_G000026726"
"ENSMUSG00000058704","Psun_G000002959"
"ENSMUSG00000020015","Psun_G000026731"
"ENSMUSG00000008398","Psun_G000026732"
"ENSMUSG00000024613","Psun_G000003363"
"ENSMUSG00000015889","Psun_G000026736"
"ENSMUSG00000020017","Psun_G000026737"
"ENSMUSG00000015890","Psun_G000026738"
"ENSMUSG00000021065","Psun_G000026739"
"ENSMUSG00000020019","Psun_G000026742"
"ENSMUSG00000036168","Psun_G000026740"
"ENSMUSG00000020020","Psun_G000026743"
"ENSMUSG00000036112","Psun_G000026744"
"ENSMUSG00000050730","Psun_G000010908"
"ENSMUSG00000042870","Psun_G000026350"
"ENSMUSG00000036099","Psun_G000026748"
"ENSMUSG00000020021","Psun_G000026750"
"ENSMUSG00000005897","Psun_G000026752"
"ENSMUSG00000024725","Psun_G000012965"
"ENSMUSG00000055407","Psun_G000011749"
"ENSMUSG00000086269","Psun_G000026755"
"ENSMUSG00000020024","Psun_G000026756"
"ENSMUSG00000074785","Psun_G000026757"
"ENSMUSG00000045867","Psun_G000026759"
"ENSMUSG00000020027","Psun_G000026762"
"ENSMUSG00000112593","Psun_G000026760"
"ENSMUSG00000110440","Psun_G000026953"
"ENSMUSG00000074781","Psun_G000026768"
"ENSMUSG00000020029","Psun_G000026769"
"ENSMUSG00000101517","Psun_G000026771"
"ENSMUSG00000086942","Psun_G000026775"
"ENSMUSG00000112290","Psun_G000026776"
"ENSMUSG00000036478","Psun_G000026779"
"ENSMUSG00000111924","Psun_G000026780"
"ENSMUSG00000019929","Psun_G000026782"
"ENSMUSG00000036446","Psun_G000026783"
"ENSMUSG00000019932","Psun_G000026784"
"ENSMUSG00000019936","Psun_G000026785"
"ENSMUSG00000019943","Psun_G000026786"
"ENSMUSG00000019952","Psun_G000026789"
"ENSMUSG00000019960","Psun_G000026791"
"ENSMUSG00000044633","Psun_G000026792"
"ENSMUSG00000033364","Psun_G000010201"
"ENSMUSG00000040865","Psun_G000010107"
"ENSMUSG00000019966","Psun_G000026796"
"ENSMUSG00000036676","Psun_G000026797"
"ENSMUSG00000019971","Psun_G000026798"
"ENSMUSG00000056912","Psun_G000026800"
"ENSMUSG00000008682","Psun_G000021939"
"ENSMUSG00000019890","Psun_G000026804"
"ENSMUSG00000019888","Psun_G000002609"
"ENSMUSG00000036602","Psun_G000026805"
"ENSMUSG00000019892","Psun_G000026806"
"ENSMUSG00000019894","Psun_G000026809"
"ENSMUSG00000036009","Psun_G000026811"
"ENSMUSG00000019897","Psun_G000026812"
"ENSMUSG00000035910","Psun_G000026813"
"ENSMUSG00000053825","Psun_G000026814"
"ENSMUSG00000035948","Psun_G000026816"
"ENSMUSG00000019906","Psun_G000008296"
"ENSMUSG00000035916","Psun_G000026821"
"ENSMUSG00000000435","Psun_G000026819"
"ENSMUSG00000035923","Psun_G000026820"
"ENSMUSG00000091455","Psun_G000026824"
"ENSMUSG00000019907","Psun_G000026827"
"ENSMUSG00000035873","Psun_G000026828"
"ENSMUSG00000115149","Psun_G000026829"
"ENSMUSG00000035864","Psun_G000026831"
"ENSMUSG00000020181","Psun_G000026834"
"ENSMUSG00000116867","Psun_G000026837"
"ENSMUSG00000029765","Psun_G000008660"
"ENSMUSG00000020185","Psun_G000026839"
"ENSMUSG00000020186","Psun_G000026842"
"ENSMUSG00000020189","Psun_G000026844"
"ENSMUSG00000035759","Psun_G000026845"
"ENSMUSG00000035798","Psun_G000026843"
"ENSMUSG00000106703","Psun_G000019508"
"ENSMUSG00000096908","Psun_G000027943"
"ENSMUSG00000064247","Psun_G000027938"
"ENSMUSG00000024695","Psun_G000012938"
"ENSMUSG00000059195","Psun_G000027985"
"ENSMUSG00000053293","Psun_G000019856"
"ENSMUSG00000026344","Psun_G000027891"
"ENSMUSG00000099760","Psun_G000027948"
"ENSMUSG00000069919","Psun_G000027927"
"ENSMUSG00000010721","Psun_G000001741"
"ENSMUSG00000033735","Psun_G000027974"
"ENSMUSG00000100826","Psun_G000027890"
"ENSMUSG00000003849","Psun_G000027946"
"ENSMUSG00000042010","Psun_G000027936"
"ENSMUSG00000030424","Psun_G000024253"
"ENSMUSG00000068959","Psun_G000024254"
"ENSMUSG00000100600","Psun_G000024255"
"ENSMUSG00000039257","Psun_G000024256"
"ENSMUSG00000053742","Psun_G000024257"
"ENSMUSG00000030423","Psun_G000024258"
"ENSMUSG00000060508","Psun_G000024263"
"ENSMUSG00000101650","Psun_G000024261"
"ENSMUSG00000083999","Psun_G000024262"
"ENSMUSG00000090581","Psun_G000014224"
"ENSMUSG00000074170","Psun_G000024266"
"ENSMUSG00000085739","Psun_G000024271"
"ENSMUSG00000095286","Psun_G000024276"
"ENSMUSG00000025813","Psun_G000011605"
"ENSMUSG00000080316","Psun_G000024278"
"ENSMUSG00000003665","Psun_G000024280"
"ENSMUSG00000045551","Psun_G000024282"
"ENSMUSG00000043537","Psun_G000024287"
"ENSMUSG00000079700","Psun_G000024283"
"ENSMUSG00000091259","Psun_G000024284"
"ENSMUSG00000031079","Psun_G000022665"
"ENSMUSG00000007564","Psun_G000024289"
"ENSMUSG00000023882","Psun_G000024301"
"ENSMUSG00000067949","Psun_G000024288"
"ENSMUSG00000002617","Psun_G000024330"
"ENSMUSG00000067942","Psun_G000024296"
"ENSMUSG00000091206","Psun_G000024295"
"ENSMUSG00000112835","Psun_G000024297"
"ENSMUSG00000044083","Psun_G000024298"
"ENSMUSG00000057409","Psun_G000024307"
"ENSMUSG00000037104","Psun_G000024306"
"ENSMUSG00000018169","Psun_G000009356"
"ENSMUSG00000062743","Psun_G000024302"
"ENSMUSG00000027606","Psun_G000018785"
"ENSMUSG00000100596","Psun_G000018652"
"ENSMUSG00000112045","Psun_G000024309"
"ENSMUSG00000067928","Psun_G000024315"
"ENSMUSG00000061544","Psun_G000024316"
"ENSMUSG00000117284","Psun_G000024318"
"ENSMUSG00000078502","Psun_G000024320"
"ENSMUSG00000041846","Psun_G000000393"
"ENSMUSG00000096429","Psun_G000027954"
"ENSMUSG00000058685","Psun_G000024327"
"ENSMUSG00000071266","Psun_G000024321"
"ENSMUSG00000086654","Psun_G000024323"
"ENSMUSG00000101683","Psun_G000024322"
"ENSMUSG00000054753","Psun_G000024342"
"ENSMUSG00000078817","Psun_G000024344"
"ENSMUSG00000078816","Psun_G000024345"
"ENSMUSG00000117056","Psun_G000024324"
"ENSMUSG00000090967","Psun_G000010956"
"ENSMUSG00000091076","Psun_G000024336"
"ENSMUSG00000094921","Psun_G000024333"
"ENSMUSG00000078815","Psun_G000024350"
"ENSMUSG00000035711","Psun_G000023027"
"ENSMUSG00000069806","Psun_G000024347"
"ENSMUSG00000107862","Psun_G000024348"
"ENSMUSG00000053395","Psun_G000024349"
"ENSMUSG00000035674","Psun_G000024355"
"ENSMUSG00000085039","Psun_G000024357"
"ENSMUSG00000035632","Psun_G000024358"
"ENSMUSG00000078813","Psun_G000024360"
"ENSMUSG00000086032","Psun_G000024361"
"ENSMUSG00000040852","Psun_G000000915"
"ENSMUSG00000006335","Psun_G000024356"
"ENSMUSG00000035585","Psun_G000024365"
"ENSMUSG00000006333","Psun_G000024366"
"ENSMUSG00000030427","Psun_G000024372"
"ENSMUSG00000090164","Psun_G000024369"
"ENSMUSG00000035596","Psun_G000024364"
"ENSMUSG00000117423","Psun_G000024383"
"ENSMUSG00000058818","Psun_G000024373"
"ENSMUSG00000108613","Psun_G000024399"
"ENSMUSG00000030428","Psun_G000024384"
"ENSMUSG00000035545","Psun_G000024386"
"ENSMUSG00000004865","Psun_G000001581"
"ENSMUSG00000043432","Psun_G000024388"
"ENSMUSG00000063838","Psun_G000024389"
"ENSMUSG00000006154","Psun_G000024415"
"ENSMUSG00000078810","Psun_G000024411"
"ENSMUSG00000008435","Psun_G000024413"
"ENSMUSG00000024290","Psun_G000003726"
"ENSMUSG00000055809","Psun_G000024421"
"ENSMUSG00000019254","Psun_G000024416"
"ENSMUSG00000064179","Psun_G000024417"
"ENSMUSG00000035458","Psun_G000024418"
"ENSMUSG00000004961","Psun_G000024422"
"ENSMUSG00000051237","Psun_G000024391"
"ENSMUSG00000070873","Psun_G000024392"
"ENSMUSG00000108743","Psun_G000024393"
"ENSMUSG00000019866","Psun_G000025578"
"ENSMUSG00000074419","Psun_G000024396"
"ENSMUSG00000063063","Psun_G000024168"
"ENSMUSG00000089942","Psun_G000024406"
"ENSMUSG00000031424","Psun_G000024408"
"ENSMUSG00000062524","Psun_G000024409"
"ENSMUSG00000111696","Psun_G000024403"
"ENSMUSG00000030619","Psun_G000011684"
"ENSMUSG00000030432","Psun_G000024438"
"ENSMUSG00000045083","Psun_G000024439"
"ENSMUSG00000030431","Psun_G000024437"
"ENSMUSG00000060860","Psun_G000024440"
"ENSMUSG00000053550","Psun_G000024441"
"ENSMUSG00000052605","Psun_G000024442"
"ENSMUSG00000046456","Psun_G000024429"
"ENSMUSG00000059851","Psun_G000024432"
"ENSMUSG00000013091","Psun_G000024436"
"ENSMUSG00000045282","Psun_G000024423"
"ENSMUSG00000052296","Psun_G000024426"
"ENSMUSG00000063802","Psun_G000024428"
"ENSMUSG00000051811","Psun_G000024433"
"ENSMUSG00000092518","Psun_G000024434"
"ENSMUSG00000086784","Psun_G000024443"
"ENSMUSG00000074406","Psun_G000024444"
"ENSMUSG00000035285","Psun_G000024445"
"ENSMUSG00000035279","Psun_G000024446"
"ENSMUSG00000021488","Psun_G000023044"
"ENSMUSG00000109129","Psun_G000024452"
"ENSMUSG00000035228","Psun_G000024453"
"ENSMUSG00000030433","Psun_G000024448"
"ENSMUSG00000085272","Psun_G000024449"
"ENSMUSG00000051550","Psun_G000024450"
"ENSMUSG00000061374","Psun_G000024451"
"ENSMUSG00000043290","Psun_G000024454"
"ENSMUSG00000021314","Psun_G000023432"
"ENSMUSG00000093853","Psun_G000024467"
"ENSMUSG00000109405","Psun_G000024470"
"ENSMUSG00000034690","Psun_G000024472"
"ENSMUSG00000046792","Psun_G000024476"
"ENSMUSG00000033510","Psun_G000021998"
"ENSMUSG00000044876","Psun_G000024478"
"ENSMUSG00000055633","Psun_G000024455"
"ENSMUSG00000030435","Psun_G000024459"
"ENSMUSG00000035203","Psun_G000024464"
"ENSMUSG00000054893","Psun_G000024482"
"ENSMUSG00000034660","Psun_G000024479"
"ENSMUSG00000030443","Psun_G000024484"
"ENSMUSG00000079225","Psun_G000002822"
"ENSMUSG00000109398","Psun_G000024485"
"ENSMUSG00000062861","Psun_G000024486"
"ENSMUSG00000019235","Psun_G000000508"
"ENSMUSG00000045929","Psun_G000024489"
"ENSMUSG00000062028","Psun_G000024898"
"ENSMUSG00000055972","Psun_G000024492"
"ENSMUSG00000002266","Psun_G000024493"
"ENSMUSG00000002265","Psun_G000024494"
"ENSMUSG00000067656","Psun_G000024503"
"ENSMUSG00000034538","Psun_G000024502"
"ENSMUSG00000100078","Psun_G000024505"
"ENSMUSG00000056987","Psun_G000000616"
"ENSMUSG00000059206","Psun_G000024506"
"ENSMUSG00000082536","Psun_G000024504"
"ENSMUSG00000065343","Psun_G000024507"
"ENSMUSG00000030393","Psun_G000024509"
"ENSMUSG00000070837","Psun_G000024497"
"ENSMUSG00000020456","Psun_G000011108"
"ENSMUSG00000066838","Psun_G000024501"
"ENSMUSG00000060843","Psun_G000027461"
"ENSMUSG00000037940","Psun_G000026301"
"ENSMUSG00000058638","Psun_G000024522"
"ENSMUSG00000021629","Psun_G000008013"
"ENSMUSG00000060397","Psun_G000024530"
"ENSMUSG00000054715","Psun_G000024531"
"ENSMUSG00000012848","Psun_G000024532"
"ENSMUSG00000033967","Psun_G000024533"
"ENSMUSG00000057894","Psun_G000024527"
"ENSMUSG00000090762","Psun_G000024524"
"ENSMUSG00000030386","Psun_G000024525"
"ENSMUSG00000070822","Psun_G000024526"
"ENSMUSG00000058030","Psun_G000024543"
"ENSMUSG00000057766","Psun_G000027074"
"ENSMUSG00000070816","Psun_G000024544"
"ENSMUSG00000070814","Psun_G000024546"
"ENSMUSG00000004500","Psun_G000024534"
"ENSMUSG00000005566","Psun_G000024537"
"ENSMUSG00000030382","Psun_G000024535"
"ENSMUSG00000049600","Psun_G000024536"
"ENSMUSG00000033916","Psun_G000024538"
"ENSMUSG00000005575","Psun_G000024540"
"ENSMUSG00000030380","Psun_G000024541"
"ENSMUSG00000002068","Psun_G000024561"
"ENSMUSG00000030421","Psun_G000024563"
"ENSMUSG00000043456","Psun_G000024565"
"ENSMUSG00000021217","Psun_G000024566"
"ENSMUSG00000038524","Psun_G000024568"
"ENSMUSG00000044452","Psun_G000024570"
"ENSMUSG00000056394","Psun_G000024547"
"ENSMUSG00000108293","Psun_G000024548"
"ENSMUSG00000005649","Psun_G000024549"
"ENSMUSG00000026277","Psun_G000010493"
"ENSMUSG00000070811","Psun_G000024554"
"ENSMUSG00000074377","Psun_G000024553"
"ENSMUSG00000078800","Psun_G000024552"
"ENSMUSG00000075520","Psun_G000026248"
"ENSMUSG00000026343","Psun_G000024555"
"ENSMUSG00000074378","Psun_G000024550"
"ENSMUSG00000034867","Psun_G000024576"
"ENSMUSG00000043671","Psun_G000024572"
"ENSMUSG00000030494","Psun_G000024584"
"ENSMUSG00000034875","Psun_G000024579"
"ENSMUSG00000030491","Psun_G000024580"
"ENSMUSG00000030492","Psun_G000024581"
"ENSMUSG00000023072","Psun_G000024582"
"ENSMUSG00000093568","Psun_G000024583"
"ENSMUSG00000056216","Psun_G000024593"
"ENSMUSG00000063931","Psun_G000024595"
"ENSMUSG00000060402","Psun_G000024598"
"ENSMUSG00000030499","Psun_G000024599"
"ENSMUSG00000029554","Psun_G000019700"
"ENSMUSG00000063808","Psun_G000024586"
"ENSMUSG00000118454","Psun_G000024587"
"ENSMUSG00000001802","Psun_G000024588"
"ENSMUSG00000030495","Psun_G000024589"
"ENSMUSG00000020130","Psun_G000027185"
"ENSMUSG00000025982","Psun_G000010018"
"ENSMUSG00000052997","Psun_G000024612"
"ENSMUSG00000036459","Psun_G000024613"
"ENSMUSG00000029361","Psun_G000020195"
"ENSMUSG00000066584","Psun_G000024616"
"ENSMUSG00000066568","Psun_G000024602"
"ENSMUSG00000036427","Psun_G000024607"
"ENSMUSG00000037486","Psun_G000003049"
"ENSMUSG00000097149","Psun_G000024619"
"ENSMUSG00000001248","Psun_G000024620"
"ENSMUSG00000099536","Psun_G000024618"
"ENSMUSG00000019194","Psun_G000024622"
"ENSMUSG00000001249","Psun_G000024623"
"ENSMUSG00000057092","Psun_G000024624"
"ENSMUSG00000036570","Psun_G000024626"
"ENSMUSG00000009687","Psun_G000024627"
"ENSMUSG00000036560","Psun_G000024625"
"ENSMUSG00000031729","Psun_G000027142"
"ENSMUSG00000030577","Psun_G000024635"
"ENSMUSG00000044453","Psun_G000024636"
"ENSMUSG00000019429","Psun_G000024637"
"ENSMUSG00000051314","Psun_G000024638"
"ENSMUSG00000058239","Psun_G000024629"
"ENSMUSG00000056978","Psun_G000024631"
"ENSMUSG00000036634","Psun_G000024632"
"ENSMUSG00000046826","Psun_G000024628"
"ENSMUSG00000045629","Psun_G000003324"
"ENSMUSG00000006315","Psun_G000024642"
"ENSMUSG00000062257","Psun_G000018754"
"ENSMUSG00000008496","Psun_G000024870"
"ENSMUSG00000046056","Psun_G000024641"
"ENSMUSG00000061099","Psun_G000024643"
"ENSMUSG00000005553","Psun_G000024644"
"ENSMUSG00000024219","Psun_G000001555"
"ENSMUSG00000078762","Psun_G000024646"
"ENSMUSG00000094365","Psun_G000024649"
"ENSMUSG00000036751","Psun_G000024650"
"ENSMUSG00000006313","Psun_G000024651"
"ENSMUSG00000006310","Psun_G000024652"
"ENSMUSG00000006307","Psun_G000024653"
"ENSMUSG00000109378","Psun_G000024657"
"ENSMUSG00000078765","Psun_G000024658"
"ENSMUSG00000006651","Psun_G000024669"
"ENSMUSG00000064109","Psun_G000024671"
"ENSMUSG00000036957","Psun_G000024673"
"ENSMUSG00000109049","Psun_G000024675"
"ENSMUSG00000036931","Psun_G000024670"
"ENSMUSG00000030579","Psun_G000024672"
"ENSMUSG00000036845","Psun_G000024659"
"ENSMUSG00000036864","Psun_G000024662"
"ENSMUSG00000036882","Psun_G000024663"
"ENSMUSG00000036915","Psun_G000024668"
"ENSMUSG00000036854","Psun_G000024660"
"ENSMUSG00000062132","Psun_G000024666"
"ENSMUSG00000087009","Psun_G000024667"
"ENSMUSG00000006095","Psun_G000024682"
"ENSMUSG00000001794","Psun_G000024685"
"ENSMUSG00000037029","Psun_G000024687"
"ENSMUSG00000074220","Psun_G000024688"
"ENSMUSG00000049421","Psun_G000024689"
"ENSMUSG00000037007","Psun_G000024690"
"ENSMUSG00000098022","Psun_G000024692"
"ENSMUSG00000045078","Psun_G000019648"
"ENSMUSG00000053985","Psun_G000024695"
"ENSMUSG00000074221","Psun_G000024696"
"ENSMUSG00000037020","Psun_G000024679"
"ENSMUSG00000100512","Psun_G000024680"
"ENSMUSG00000019737","Psun_G000024676"
"ENSMUSG00000013921","Psun_G000024677"
"ENSMUSG00000019738","Psun_G000024681"
"ENSMUSG00000099689","Psun_G000024698"
"ENSMUSG00000046185","Psun_G000024700"
"ENSMUSG00000046958","Psun_G000024701"
"ENSMUSG00000050822","Psun_G000019661"
"ENSMUSG00000074224","Psun_G000024703"
"ENSMUSG00000062040","Psun_G000024699"
"ENSMUSG00000030583","Psun_G000024706"
"ENSMUSG00000074227","Psun_G000024711"
"ENSMUSG00000030584","Psun_G000024709"
"ENSMUSG00000030588","Psun_G000024715"
"ENSMUSG00000024483","Psun_G000003550"
"ENSMUSG00000046410","Psun_G000024717"
"ENSMUSG00000049123","Psun_G000024718"
"ENSMUSG00000049676","Psun_G000024719"
"ENSMUSG00000030591","Psun_G000024722"
"ENSMUSG00000037239","Psun_G000024724"
"ENSMUSG00000029084","Psun_G000011366"
"ENSMUSG00000031493","Psun_G000024723"
"ENSMUSG00000030589","Psun_G000024727"
"ENSMUSG00000054083","Psun_G000024737"
"ENSMUSG00000053522","Psun_G000024738"
"ENSMUSG00000030595","Psun_G000024745"
"ENSMUSG00000045948","Psun_G000024749"
"ENSMUSG00000053964","Psun_G000024740"
"ENSMUSG00000053898","Psun_G000024741"
"ENSMUSG00000015165","Psun_G000024743"
"ENSMUSG00000051735","Psun_G000024744"
"ENSMUSG00000096257","Psun_G000024747"
"ENSMUSG00000070699","Psun_G000024748"
"ENSMUSG00000030598","Psun_G000024750"
"ENSMUSG00000108905","Psun_G000024752"
"ENSMUSG00000037463","Psun_G000024751"
"ENSMUSG00000021087","Psun_G000000683"
"ENSMUSG00000030602","Psun_G000024754"
"ENSMUSG00000059128","Psun_G000024756"
"ENSMUSG00000047586","Psun_G000024755"
"ENSMUSG00000003444","Psun_G000024764"
"ENSMUSG00000044786","Psun_G000024765"
"ENSMUSG00000088148","Psun_G000024766"
"ENSMUSG00000037552","Psun_G000024769"
"ENSMUSG00000030600","Psun_G000024759"
"ENSMUSG00000060791","Psun_G000024760"
