Geneid,Chr,chr,Mouse_ID,Gene_name,Start,End,Length
Psun_G000003725,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000116525,#N/A,289796030,289796181,1649
Psun_G000003726,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024290,Rock1,289848620,289850179,5400
Psun_G000003727,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000040097,Flywch1,290000265,290001300,1287
Psun_G000003728,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042942,Greb1l,290144211,290144292,1578
Psun_G000003729,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042942,Greb1l,290196677,290196809,330
Psun_G000003730,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000042942,Greb1l,290212206,290212387,3510
Psun_G000003731,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024293,Esco1,290249869,290251357,4431
Psun_G000003732,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000031481,Tpte,290295159,290295646,1782
Psun_G000003733,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000002475,Abhd3,290343955,290344770,1330
Psun_G000003734,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024294,Mib1,290445931,290446107,1524
Psun_G000003735,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024294,Mib1,290459347,290459415,617
Psun_G000003736,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024294,Mib1,290504931,290505063,7547
Psun_G000003737,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000092329,Galnt2l,290633141,290634255,1319
Psun_G000003738,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097222,#N/A,290751745,290752695,1189
Psun_G000003739,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000005836,Gata6,290756822,290756932,1968
Psun_G000003740,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041638,Gcn1,290916889,290919527,2882
Psun_G000003741,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041238,Rbbp8,291353477,291353531,549
Psun_G000003742,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041238,Rbbp8,291386375,291386609,2412
Psun_G000003743,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000040957,Cables1,291679932,291679940,1421
Psun_G000003744,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000036299,BC031181,291780730,291781401,1431
Psun_G000003745,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000035765,#N/A,291808946,291809136,618
Psun_G000003746,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025880,Smad7,292062171,292062180,2235
Psun_G000003747,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000052928,Ctif,292153746,292154550,811
Psun_G000003748,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000052928,Ctif,292173386,292173387,588
Psun_G000003749,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097712,#N/A,292233249,292233668,729
Psun_G000003750,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000002020,Ltbp2,292427867,292427971,2241
Psun_G000003751,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000044646,Zbtb7c,292642602,292642825,842
Psun_G000003752,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000044646,Zbtb7c,292759162,292760391,4138
Psun_G000003753,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,292842135,292842236,243
Psun_G000003754,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024563,Smad2,292881244,292881390,1225
Psun_G000003755,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000043913,Ccdc60,292901007,292901012,207
Psun_G000003756,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021187,Tc2n,293379807,293380187,484
Psun_G000003757,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000117732,Gm50364,293399181,293399527,1637
Psun_G000003758,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025421,Hdhd2,293412695,293413126,1191
Psun_G000003759,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,293438839,293439065,450
Psun_G000003760,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025420,Katnal2,293444471,293444823,666
Psun_G000003761,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025420,Katnal2,293458085,293458196,1179
Psun_G000003762,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025423,Pias2,293530380,293530896,1542
Psun_G000003763,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025423,Pias2,293565561,293565585,2424
Psun_G000003764,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025425,St8sia5,293631664,293631901,1263
Psun_G000003765,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,293658537,293658809,297
Psun_G000003766,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000032818,Loxhd1,293716724,293716900,5883
Psun_G000003767,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000032818,Loxhd1,293775591,293779017,3440
Psun_G000003768,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000032818,Loxhd1,293822102,293822150,198
Psun_G000003769,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025427,Rnf165,293835167,293835277,369
Psun_G000003770,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000038784,Cnot4,293840631,293840748,762
Psun_G000003771,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047466,#N/A,293977208,293977361,1293
Psun_G000003772,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041840,#N/A,294089111,294089768,1307
Psun_G000003773,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000025428,#N/A,294105721,294106040,2095
Psun_G000003774,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024998,Plce1,294157927,294158057,941
Psun_G000003775,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000039840,#N/A,294206262,294206455,7688
Psun_G000003776,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000030494,Rhpn2,294289269,294289472,468
Psun_G000003777,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000091055,#N/A,294297583,294297709,1074
Psun_G000003778,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000059336,#N/A,294351823,294354446,4698
Psun_G000003779,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024552,Slc14a2,294397614,294397814,1245
Psun_G000003780,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024552,Slc14a2,294424482,294425203,2165
Psun_G000003781,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024548,Setbp1,295192426,295193129,2171
Psun_G000003782,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,295671989,295672063,252
Psun_G000003783,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,295672340,295672369,201
Psun_G000003784,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024729,Ms4a20,295735857,295735906,795
Psun_G000003785,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000040044,Orc3,296033763,296033957,519
Psun_G000003786,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000053950,Adnp2,296042812,296046087,3840
Psun_G000003787,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024570,Rbfa,296103263,296104102,1208
Psun_G000003788,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296110306,296110351,611
Psun_G000003789,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000057130,Txnl4a,296118120,296118337,468
Psun_G000003790,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000057130,Txnl4a,296122780,296123438,1211
Psun_G000003791,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000078963,#N/A,296140543,296140629,333
Psun_G000003792,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034006,Slc66a2,296152539,296152683,363
Psun_G000003793,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034006,Slc66a2,296160703,296160871,237
Psun_G000003794,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034006,Slc66a2,296166957,296166964,450
Psun_G000003795,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296183660,296183672,204
Psun_G000003796,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034006,Slc66a2,296183925,296183986,345
Psun_G000003797,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296184614,296184736,369
Psun_G000003798,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296185734,296185834,357
Psun_G000003799,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296186358,296186656,585
Psun_G000003800,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000059852,Kcng2,296187251,296188015,1902
Psun_G000003801,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033323,Ctdp1,296294934,296295717,3408
Psun_G000003802,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033016,Nfatc1,296487022,296488993,2548
Psun_G000003803,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033016,Nfatc1,296526794,296527748,3871
Psun_G000003804,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000033016,Nfatc1,296532155,296533260,1204
Psun_G000003805,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296565860,296565982,309
Psun_G000003806,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,296566429,296566712,336
Psun_G000003807,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024566,Atp9b,296566781,296566917,1809
Psun_G000003808,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024480,Ap3s1,296604369,296604680,537
Psun_G000003809,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024566,Atp9b,296701720,296701859,891
Psun_G000003810,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024565,Sall3,296768722,296769890,4682
Psun_G000003811,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000118254,#N/A,297487797,297487951,559
Psun_G000003812,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,297922777,297922888,427
Psun_G000003813,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041607,Mbp,298000285,298000698,1272
Psun_G000003814,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041258,Zfp236,298017610,298021765,7766
Psun_G000003815,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041258,Zfp236,298059596,298059913,381
Psun_G000003816,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,298071123,298071374,252
Psun_G000003817,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000041258,Zfp236,298078154,298078210,189
Psun_G000003818,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000037470,Uggt1,298145837,298145983,2130
Psun_G000003820,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,298215699,298216057,604
Psun_G000003819,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000028098,Rnf115,298215699,298216746,2434
Psun_G000003821,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000117762,#N/A,298245144,298246014,1043
Psun_G000003822,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000058881,Zfp516,298316836,298316842,1566
Psun_G000003823,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000028634,Hivep3,298378004,298378085,301
Psun_G000003824,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000032965,Ift57,298542773,298542777,321
Psun_G000003825,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,298548816,298548845,1279
Psun_G000003826,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000097325,#N/A,298683233,298683255,312
Psun_G000003827,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000118175,#N/A,298726131,298726192,600
Psun_G000003828,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000049090,Zadh2,299246610,299246912,1228
Psun_G000003829,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000049090,Zadh2,299254117,299254177,399
Psun_G000003830,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000048410,Zfp407,299498838,299498962,483
Psun_G000003831,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000048410,Zfp407,299687857,299687975,4632
Psun_G000003832,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000043592,#N/A,299720022,299720399,396
Psun_G000003833,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000117676,#N/A,299730147,299730243,2051
Psun_G000003834,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024644,Cndp2,299764614,299765227,3489
Psun_G000003835,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047992,Dipk1c,299795129,299795317,1221
Psun_G000003836,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000047992,Dipk1c,299801824,299803347,2185
Psun_G000003837,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,299810644,299810859,303
Psun_G000003838,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000117781,Gm17266,299858564,299858587,1880
Psun_G000003839,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024646,Cyb5a,299927669,299927797,276
Psun_G000003840,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024645,Timm21,299979487,299979911,971
Psun_G000003841,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000038987,Cfap157,299984484,299985753,2552
Psun_G000003842,ScmyWZ3_7291_HRSCAF_7434,1,#N/A,#N/A,299985187,299985627,441
Psun_G000003843,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000034391,Fbxo15,300014534,300015751,1695
Psun_G000003844,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000021983,Atp8a2,300212284,300212930,829
Psun_G000003845,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000050321,Neto1,300998738,300998744,7516
Psun_G000003846,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024647,Cbln2,301204654,301205010,2237
Psun_G000003847,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000118352,#N/A,302467240,302467309,630
Psun_G000003848,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000023066,Rttn,302740751,302740800,1399
Psun_G000003849,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000023066,Rttn,302771110,302771340,4044
Psun_G000003850,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000023066,Rttn,302859515,302859634,534
Psun_G000003851,ScmyWZ3_7291_HRSCAF_7434,1,ENSMUSG00000024614,Tmx3,303742254,303742519,6138
Psun_G000027879,ScmyWZ3_284_HRSCAF_296,1,ENSMUSG00000090273,Prr22,875,1942,1327
Psun_G000027411,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000032452,Clstn2,36973,37134,420
Psun_G000027412,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000027406,Idh3b,62920,63313,405
Psun_G000027413,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000052613,Pcdh15,170315,174330,4040
Psun_G000027414,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000052613,Pcdh15,175638,176483,1590
Psun_G000027415,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019923,Zwint,1763880,1764349,1195
Psun_G000027416,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000084349,Rpl3-ps1,2460651,2460908,807
Psun_G000027417,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000060733,Ipmk,2765445,2770292,5236
Psun_G000027418,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037710,Cisd1,2801791,2803036,1542
Psun_G000027419,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037710,Cisd1,2815796,2815901,531
Psun_G000027420,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019927,Ube2d1,2865444,2865575,510
Psun_G000027421,ScmyWZ3_7756_HRSCAF_7947,1,#N/A,#N/A,2893017,2893203,412
Psun_G000027422,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000003923,Tfam,2893758,2893858,882
Psun_G000027423,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000014329,Bicc1,3128635,3128769,2676
Psun_G000027424,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000047692,#N/A,3162006,3162103,396
Psun_G000027425,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037747,Phyhipl,3443008,3443205,2965
Psun_G000027426,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037747,Phyhipl,3452863,3456861,5748
Psun_G000027427,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000043259,Fam13c,3496995,3497030,892
Psun_G000027428,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037762,Slc16a9,3671841,3671848,1032
Psun_G000027429,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037762,Slc16a9,3681508,3681543,414
Psun_G000027430,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000048701,Ccdc6,3757082,3760221,3872
Psun_G000027431,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,3919297,3919360,10551
Psun_G000027432,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,3978644,3978842,564
Psun_G000027433,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,4023922,4023938,1227
Psun_G000027434,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037627,Rgs22,4059331,4059405,438
Psun_G000027435,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,4104691,4104762,759
Psun_G000027436,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,4330217,4330355,267
Psun_G000027437,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000069601,Ank3,4365643,4365925,373
Psun_G000027438,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019942,Cdk1,4511972,4512149,2686
Psun_G000027439,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019944,Rhobtb1,4557054,4557077,261
Psun_G000027440,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019944,Rhobtb1,4571276,4571548,1756
Psun_G000027441,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019944,Rhobtb1,4607722,4607829,180
Psun_G000027442,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019944,Rhobtb1,4612886,4613072,599
Psun_G000027443,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000060044,Tmem26,4989265,4993135,3994
Psun_G000027444,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037890,Wdr19,5036603,5036761,753
Psun_G000027445,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019947,Arid5b,5559432,5559639,579
Psun_G000027446,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019947,Arid5b,5594205,5594402,6299
Psun_G000027447,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037846,Rtkn2,5653439,5655402,2241
Psun_G000027448,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037846,Rtkn2,5682788,5682985,1648
Psun_G000027449,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037855,Zfp365,5741608,5741619,4190
Psun_G000027450,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000057134,#N/A,6074074,6074091,1239
Psun_G000027451,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000057134,#N/A,6079292,6080032,747
Psun_G000027452,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037868,#N/A,6086224,6087458,1404
Psun_G000027453,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037868,#N/A,6089490,6089543,331
Psun_G000027454,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000112726,#N/A,6142663,6142717,780
Psun_G000027455,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000075000,#N/A,6323056,6323113,1583
Psun_G000027456,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037876,#N/A,6345289,6346175,8264
Psun_G000027457,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000019873,Reep3,6538542,6538607,420
Psun_G000027458,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000081309,#N/A,7929567,7930763,1197
Psun_G000027459,ScmyWZ3_7756_HRSCAF_7947,1,#N/A,#N/A,8684208,8684310,183
Psun_G000027460,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000042846,#N/A,8970815,8972227,1413
Psun_G000027461,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000060843,Ctnna3,9172912,9173246,558
Psun_G000027462,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000085526,#N/A,9561914,9562091,354
Psun_G000027463,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036764,Dnajc12,9567950,9568044,841
Psun_G000027464,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020063,Sirt1,9614365,9614989,6430
Psun_G000027465,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020063,Sirt1,9633294,9636916,4434
Psun_G000027466,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020064,Herc4,9669949,9670185,1485
Psun_G000027467,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020064,Herc4,9704588,9704888,654
Psun_G000027468,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020067,Mypn,9765178,9765540,3104
Psun_G000027469,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036816,#N/A,9826200,9826652,453
Psun_G000027470,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000074505,Fat3,9835325,9835372,291
Psun_G000027471,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000112129,Pbld1,9842332,9842444,1056
Psun_G000027472,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020069,Hnrnph3,9884851,9889952,6898
Psun_G000027473,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020070,Rufy2,9897017,9897160,1923
Psun_G000027474,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036875,Dna2,9934661,9934870,747
Psun_G000027475,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036875,Dna2,9941230,9941294,1908
Psun_G000027476,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000071253,Slc25a16,9961796,9963973,3291
Psun_G000027477,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000047146,Tet1,10035543,10037733,4415
Psun_G000027478,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020074,Ccar1,10076107,10076527,2062
Psun_G000027479,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020074,Ccar1,10101348,10101353,3060
Psun_G000027480,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036923,Stox1,10171395,10172242,4442
Psun_G000027481,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020076,Ddx50,10188188,10188447,2477
Psun_G000027482,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020075,Ddx21,10221468,10221641,4208
Psun_G000027483,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036955,Kifbp,10241731,10242202,1879
Psun_G000027484,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000036955,Kifbp,10256929,10256938,204
Psun_G000027485,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020077,Srgn,10302837,10302952,1162
Psun_G000027486,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020078,Vps26a,10325547,10325553,2261
Psun_G000027487,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020079,Supv3l1,10355677,10356966,3467
Psun_G000027488,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020080,Hkdc1,10384682,10384744,2817
Psun_G000027489,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020080,Hkdc1,10420350,10420607,1319
Psun_G000027490,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037012,Hk1,10476203,10476382,180
Psun_G000027491,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037012,Hk1,10486914,10487073,4839
Psun_G000027492,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020081,#N/A,10534702,10534902,969
Psun_G000027493,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000037031,Tspan15,10587330,10587378,3937
Psun_G000027494,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000044312,#N/A,10637794,10638438,645
Psun_G000027495,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020900,Myh10,10659509,10659718,552
Psun_G000027496,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000058806,Col13a1,10860023,10860028,282
Psun_G000027497,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000058806,Col13a1,10863564,10863626,1170
Psun_G000027498,ScmyWZ3_7756_HRSCAF_7947,1,#N/A,#N/A,10894203,10894260,270
Psun_G000027499,ScmyWZ3_7756_HRSCAF_7947,1,#N/A,#N/A,10894783,10894932,573
Psun_G000027500,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020086,Macroh2a2,10949702,10949886,1068
Psun_G000027501,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020086,Macroh2a2,10969897,10969999,543
Psun_G000027502,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020086,Macroh2a2,10969917,10970109,465
Psun_G000027503,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000028360,Slc44a5,10971106,10971206,444
Psun_G000027504,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020085,Aifm2,10971112,10971233,399
Psun_G000027505,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020085,Aifm2,10972849,10973000,1260
Psun_G000027506,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020087,Tysnd1,10993766,10994750,1301
Psun_G000027507,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020087,Tysnd1,10999861,10999909,1668
Psun_G000027508,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020088,Sar1a,11003918,11004247,391
Psun_G000027509,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020088,Sar1a,11005854,11005970,670
Psun_G000027510,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020089,Ppa1,11022303,11022648,800
Psun_G000027511,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000014329,Bicc1,11049836,11050222,1173
Psun_G000027512,ScmyWZ3_7756_HRSCAF_7947,1,ENSMUSG00000020090,Npffr1,11070281,11071239,1381
